pert_id	pert_iname	Toxicity
BRD-A33833419	TER-14687	NO_Toxicity
BRD-K31843556	T-0070907	NO_Toxicity
BRD-K55420858	mirin	NO_Toxicity
BRD-A64228451	terreic-acid-(-)	NO_Toxicity
BRD-K94841585	emodic-acid	NO_Toxicity
BRD-K67439147	SIB-1893	NO_Toxicity
BRD-K95901403	XL-147	NO_Toxicity
BRD-K37194137	III606050	YES_Toxicity
BRD-K44849676	capsazepine	NO_Toxicity
BRD-K32311154	nifekalant	NO_Toxicity
BRD-K68103045	CGS-20625	NO_Toxicity
BRD-K65503129	CCT-018159	NO_Toxicity
BRD-K56509348	BMS-182874	NO_Toxicity
BRD-K19277754	paroxetine	NO_Toxicity
BRD-K08547377	irinotecan	NO_Toxicity
BRD-A33084410	5'-guanidinonaltrindole	NO_Toxicity
BRD-A34806832	proscillaridin	YES_Toxicity
BRD-K43405658	tyrphostin-AG-527	NO_Toxicity
BRD-K72783841	tyrphostin-AG-555	NO_Toxicity
BRD-K49049886	CGS-15943	NO_Toxicity
BRD-K37865504	LY-2183240	NO_Toxicity
BRD-K53987533	fluphenazine	NO_Toxicity
BRD-K54472332	elvitegravir	NO_Toxicity
BRD-A18620900	estriol	NO_Toxicity
BRD-K63675182	triflupromazine	YES_Toxicity
BRD-K69688083	mestinon	YES_Toxicity
BRD-K26979635	NS-3694	NO_Toxicity
BRD-K83636919	entacapone	NO_Toxicity
BRD-K94070024	depomedrol	NO_Toxicity
BRD-K90864987	cobalt(II)-chloride	YES_Toxicity
BRD-M41783010	acamprosate	NO_Toxicity
BRD-K56231354	triprolidine	YES_Toxicity
BRD-A47513740	calyculin	NO_Toxicity
BRD-K54529596	captopril	NO_Toxicity
BRD-A63445921	nicardipine	YES_Toxicity
BRD-A51182606	chloramphenicol	NO_Toxicity
BRD-K46211610	tolazoline	NO_Toxicity
BRD-K28667793	pyrazinamide	NO_Toxicity
BRD-A91992993	siguazodan	NO_Toxicity
BRD-K55748775	SCH-28080	NO_Toxicity
BRD-K82216340	medroxyprogesterone	NO_Toxicity
BRD-K13356952	methazolamide	NO_Toxicity
BRD-K50841342	PAC-1	NO_Toxicity
BRD-A19736161	ondansetron	YES_Toxicity
BRD-K88172511	naltrexone	NO_Toxicity
BRD-K67637637	olopatadine	YES_Toxicity
BRD-A01826957	xanthinol	NO_Toxicity
BRD-K26818574	BIX-01294	NO_Toxicity
BRD-K22662435	ganciclovir	NO_Toxicity
BRD-A79479878	testosterone	NO_Toxicity
BRD-A62326914	paroxetine	NO_Toxicity
BRD-A65013509	oxybutynin	NO_Toxicity
BRD-A29734509	disopyramide	NO_Toxicity
BRD-M40783228	mesna	NO_Toxicity
BRD-K76723084	isotretinoin	NO_Toxicity
BRD-A09472452	flecainide	YES_Toxicity
BRD-A23290232	westcort	NO_Toxicity
BRD-K63828191	raloxifene	NO_Toxicity
BRD-K87226815	cycloserine-(d)	NO_Toxicity
BRD-A09722536	cyclophosphamide	YES_Toxicity
BRD-K20920669	cromoglicic-acid	NO_Toxicity
BRD-K37289225	clozapine	YES_Toxicity
BRD-K68264559	brimonidine	YES_Toxicity
BRD-A24514565	warfarin	YES_Toxicity
BRD-K38197229	bumetanide	NO_Toxicity
BRD-K98763141	niflumic-acid	YES_Toxicity
BRD-K53790871	triamcinolone	NO_Toxicity
BRD-K96037667	norethindrone	NO_Toxicity
BRD-K90543092	levonorgestrel	NO_Toxicity
BRD-K74514084	pazopanib	YES_Toxicity
BRD-K47323024	methapyrilene	YES_Toxicity
BRD-A67605442	tetrahydrobiopterin	NO_Toxicity
BRD-A31312900	montelukast	NO_Toxicity
BRD-K95237249	probenecid	NO_Toxicity
BRD-K10016611	pyridine-2-aldoxime	NO_Toxicity
BRD-K55930204	phenytoin	YES_Toxicity
BRD-K57886322	fluocinonide	YES_Toxicity
BRD-K11801786	trimidox	YES_Toxicity
BRD-A48631911	mibefradil	NO_Toxicity
BRD-K21520694	sulfacetamide	NO_Toxicity
BRD-K48168960	propylthiouracil	NO_Toxicity
BRD-K67578145	GDC-0879	NO_Toxicity
BRD-A44827100	erythromycin	NO_Toxicity
BRD-K83837640	JNJ-26481585	YES_Toxicity
BRD-K73838513	cinacalcet	YES_Toxicity
BRD-K07403598	CAY-10470	NO_Toxicity
BRD-K31283835	tofacitinib	NO_Toxicity
BRD-K32836707	CAY-10577	NO_Toxicity
BRD-K50387473	XMD-892	NO_Toxicity
BRD-K17743125	belinostat	NO_Toxicity
BRD-K10916986	vinorelbine	YES_Toxicity
BRD-A32161980	carbetocin	NO_Toxicity
BRD-K55991774	BAS-09104376	NO_Toxicity
BRD-K22096725	ALW-II-49-7	NO_Toxicity
BRD-K19416115	sitagliptin	NO_Toxicity
BRD-K06080977	eicosatetraynoic-acid	NO_Toxicity
BRD-K35687265	ON-01910	NO_Toxicity
BRD-K47832606	floxuridine	YES_Toxicity
BRD-K71823332	epothilone-a	YES_Toxicity
BRD-K66956375	oleoylethanolamide	NO_Toxicity
BRD-A66395008	parthenolide	NO_Toxicity
BRD-A19037878	trichostatin-a	YES_Toxicity
BRD-K00656370	6-aminochrysene	NO_Toxicity
BRD-K24994810	androstenol	NO_Toxicity
BRD-K99369265	sirolimus	YES_Toxicity
BRD-K79602928	metformin	NO_Toxicity
BRD-K10852020	tolcapone	NO_Toxicity
BRD-K71926323	marbofloxacin	NO_Toxicity
BRD-K66788707	fludarabine	YES_Toxicity
BRD-K66043364	noscapine	YES_Toxicity
BRD-K55301415	abiraterone	NO_Toxicity
BRD-K47679368	bromfenac	NO_Toxicity
BRD-K44276885	acarbose	NO_Toxicity
BRD-K34098590	tienilic-acid	NO_Toxicity
BRD-K04389336	labetalol	NO_Toxicity
BRD-K48722833	iloperidone	YES_Toxicity
BRD-A82307304	atorvastatin	NO_Toxicity
BRD-K91900765	VX-745	NO_Toxicity
BRD-A64479082	quinidine	YES_Toxicity
BRD-A29644307	nomifensine	YES_Toxicity
BRD-K91696562	orantinib	NO_Toxicity
BRD-K89014967	AS-703026	NO_Toxicity
BRD-K77008974	WYE-354	NO_Toxicity
BRD-A80960055	celastrol	NO_Toxicity
BRD-K60623809	SU-11652	NO_Toxicity
BRD-K78485176	olmesartan-medoxomil	NO_Toxicity
BRD-A97479839	piperidolate	NO_Toxicity
BRD-K75958195	pizotifen	NO_Toxicity
BRD-A27887842	prednisolone	NO_Toxicity
BRD-A01643550	prednisolone-acetate	NO_Toxicity
BRD-K55696337	topotecan	YES_Toxicity
BRD-K53570330	carbofuran	YES_Toxicity
BRD-A67479912	progesterone	NO_Toxicity
BRD-K71266197	PSB-06126	NO_Toxicity
BRD-K49027941	PSB-1115	NO_Toxicity
BRD-K96799727	pifithrin-mu	NO_Toxicity
BRD-K50836978	purvalanol-a	YES_Toxicity
BRD-A17065207	brefeldin-a	NO_Toxicity
BRD-K10467831	tibolone	NO_Toxicity
BRD-K85603128	resorcinol	NO_Toxicity
BRD-K13725475	rhodomyrtoxin	YES_Toxicity
BRD-K03440695	boldine	NO_Toxicity
BRD-K99615199	medroxyprogesterone	NO_Toxicity
BRD-K89210380	biotin	NO_Toxicity
BRD-K43290182	Ro-04-6790	NO_Toxicity
BRD-K54411430	robustic-acid	YES_Toxicity
BRD-A34255068	rolipram	NO_Toxicity
BRD-K94649603	taxifolin	NO_Toxicity
BRD-A83431637	resmethrin	YES_Toxicity
BRD-K66093087	FGIN-1-43	YES_Toxicity
BRD-K39188321	betamethasone	NO_Toxicity
BRD-K51541829	Ro-25-6981	NO_Toxicity
BRD-K06543683	bisindolylmaleimide-ix	NO_Toxicity
BRD-K58299615	Ro-90-7501	YES_Toxicity
BRD-A88254928	salbutamol	NO_Toxicity
BRD-K82036761	sertraline	YES_Toxicity
BRD-K59522102	piperine	NO_Toxicity
BRD-K26801045	pipamperone	YES_Toxicity
BRD-A54596827	solifenacin	NO_Toxicity
BRD-K04412738	tramadol	YES_Toxicity
BRD-A18202423	CPCCOEt	NO_Toxicity
BRD-K24859147	KIN001-242	NO_Toxicity
BRD-K68402494	ML-9	NO_Toxicity
BRD-A49172652	lansoprazole	NO_Toxicity
BRD-A06784547	MRS-1334	NO_Toxicity
BRD-A03816571	CP-55940	NO_Toxicity
BRD-A61470182	N-formylmethionylalanine	NO_Toxicity
BRD-A85234536	N6-cyclopentyladenosine	YES_Toxicity
BRD-K00662280	CL-218872	NO_Toxicity
BRD-K51671335	levosulpiride	NO_Toxicity
BRD-A09349126	norethindrone	NO_Toxicity
BRD-A04756508	norgestimate	NO_Toxicity
BRD-K82147103	lofepramine	NO_Toxicity
BRD-K54210043	NS-1619	YES_Toxicity
BRD-K32292990	CGP-53353	YES_Toxicity
BRD-K66404838	nalbuphine	NO_Toxicity
BRD-A04668240	CGP-52432	NO_Toxicity
BRD-A83855350	naltrexone	NO_Toxicity
BRD-K20168442	vecuronium	YES_Toxicity
BRD-K46435977	valaciclovir	NO_Toxicity
BRD-A84189516	baccatin-III	YES_Toxicity
BRD-K62858456	lomerizine	YES_Toxicity
BRD-K52075715	oxibendazole	NO_Toxicity
BRD-K64341947	CFM-1571	NO_Toxicity
BRD-K21936341	oxotremorine-sesquifumarate	YES_Toxicity
BRD-A43150328	penicillic-acid	NO_Toxicity
BRD-K03600606	catechin	NO_Toxicity
BRD-K68202742	trichostatin-a	YES_Toxicity
BRD-A48257147	PHCCC	YES_Toxicity
BRD-K79759585	sildenafil	YES_Toxicity
BRD-K50938786	ropivacaine	NO_Toxicity
BRD-K35941380	methysergide	YES_Toxicity
BRD-K05906022	limonin	YES_Toxicity
BRD-K34533029	tyrphostin-AG-494	NO_Toxicity
BRD-K14441456	tyrphostin-AG-556	NO_Toxicity
BRD-K32584078	BML-257	NO_Toxicity
BRD-K18895904	olanzapine	YES_Toxicity
BRD-K59469039	tyrphostin-AG-879	NO_Toxicity
BRD-K21667562	AM-404	NO_Toxicity
BRD-K63533170	AM-630	NO_Toxicity
BRD-A11813248	AM-92016	NO_Toxicity
BRD-K28075147	biochanin-a	NO_Toxicity
BRD-K23335153	AMN-082	YES_Toxicity
BRD-A24543851	nornicotine	YES_Toxicity
BRD-A12560204	nitrendipine	NO_Toxicity
BRD-K78280988	anandamide	NO_Toxicity
BRD-A95513702	androsta-1,4-dien-3,17-dione	NO_Toxicity
BRD-K81729199	AQ-RA741	NO_Toxicity
BRD-K29555132	arachidonamide	NO_Toxicity
BRD-K87158025	benzamil	NO_Toxicity
BRD-K85013741	auraptene	NO_Toxicity
BRD-K29668683	BD-1063	YES_Toxicity
BRD-K03642198	AY-9944	YES_Toxicity
BRD-K51276371	aloisine	NO_Toxicity
BRD-K52459643	alprostadil	YES_Toxicity
BRD-K04976539	aminogenistein	YES_Toxicity
BRD-K07762753	aminopurvalanol-a	YES_Toxicity
BRD-K36864847	BD-1047	YES_Toxicity
BRD-K88611939	aniracetam	NO_Toxicity
BRD-K53523901	arctigenin	NO_Toxicity
BRD-K63792901	arecaidine-but-2-ynyl-ester	NO_Toxicity
BRD-K23922020	arecaidine-propargyl-ester	NO_Toxicity
BRD-K12357156	AG-490	NO_Toxicity
BRD-K46384212	O-3M3FBS	YES_Toxicity
BRD-A27489425	rolitetracycline	NO_Toxicity
BRD-K17110974	aristolochic-acid	YES_Toxicity
BRD-K30563334	rifabutin	NO_Toxicity
BRD-A56245458	reichstein	NO_Toxicity
BRD-A42831637	tetrahydrocannabinol-7-oic-acid	NO_Toxicity
BRD-K00603606	ticlopidine	NO_Toxicity
BRD-A43974575	tranylcypromine	YES_Toxicity
BRD-A68891053	BW-B70C	YES_Toxicity
BRD-K84036904	testosterone	NO_Toxicity
BRD-A92439610	triamcinolone-acetonide	NO_Toxicity
BRD-A49225603	alimemazine	YES_Toxicity
BRD-K53220666	trimetozine	NO_Toxicity
BRD-A16665823	butoconazole	NO_Toxicity
BRD-K04210847	tamoxifen	NO_Toxicity
BRD-A56012032	thiorphan	NO_Toxicity
BRD-A53077924	tianeptine	NO_Toxicity
BRD-K52020312	metronidazole	NO_Toxicity
BRD-K11696279	BU-239	NO_Toxicity
BRD-A60294240	tribenoside	NO_Toxicity
BRD-K85503079	perospirone	NO_Toxicity
BRD-K31054881	BMY-7378	NO_Toxicity
BRD-K51018020	VAMA-37	NO_Toxicity
BRD-K95655893	MAZ-51	YES_Toxicity
BRD-A62021152	WAY-161503	NO_Toxicity
BRD-K55430733	WAY-629	NO_Toxicity
BRD-K42748308	XE-991	NO_Toxicity
BRD-K48059230	YM-298198	NO_Toxicity
BRD-A87445400	yohimbine	YES_Toxicity
BRD-K45296539	ZD-7114	YES_Toxicity
BRD-K66353228	zoxazolamine	NO_Toxicity
BRD-A23637604	oxymetholone	NO_Toxicity
BRD-A31204924	mitotane	NO_Toxicity
BRD-A30977374	nifedipine	NO_Toxicity
BRD-K04218075	clomifene	NO_Toxicity
BRD-K02275692	cefotiam	NO_Toxicity
BRD-A41250306	cyclopenthiazide	NO_Toxicity
BRD-A46186775	hydrocortisone-phosphate	NO_Toxicity
BRD-K88849294	lobaric-acid	YES_Toxicity
BRD-K63915849	AS-604850	NO_Toxicity
BRD-K99946902	hexylresorcinol	NO_Toxicity
BRD-K54771420	glycocholic-acid	NO_Toxicity
BRD-K22227508	targinine	NO_Toxicity
BRD-K50422030	clomethiazole	NO_Toxicity
BRD-K38003476	clocortolone-pivalate	NO_Toxicity
BRD-A17535965	gelsemine	YES_Toxicity
BRD-K12765235	carbenoxolone	NO_Toxicity
BRD-K62792802	LY-83583	YES_Toxicity
BRD-A49148672	galantamine	YES_Toxicity
BRD-K96263742	GW-7647	NO_Toxicity
BRD-K37447567	hydrocotarnine	NO_Toxicity
BRD-A68929948	DAPT-GSI-IX	NO_Toxicity
BRD-K57222227	indometacin	YES_Toxicity
BRD-K33226500	indinavir	NO_Toxicity
BRD-K69650333	idarubicin	YES_Toxicity
BRD-K19136521	indirubin-3-monoxime	YES_Toxicity
BRD-K49519092	immethridine	YES_Toxicity
BRD-A10903566	imiloxan	NO_Toxicity
BRD-K48869804	icilin	NO_Toxicity
BRD-K18036262	L-168049	NO_Toxicity
BRD-K35377380	I-OMe-AG-538	NO_Toxicity
BRD-A72711497	lasalocid	YES_Toxicity
BRD-A32836748	leu-enkephalin	NO_Toxicity
BRD-K17894950	indirubin	NO_Toxicity
BRD-K08973992	linoleic-acid	NO_Toxicity
BRD-K28936863	ketotifen	YES_Toxicity
BRD-K65639003	icariin	NO_Toxicity
BRD-A48809242	IB-MECA	NO_Toxicity
BRD-K39520573	GW-5074	YES_Toxicity
BRD-A30437061	camptothecin	YES_Toxicity
BRD-A75402480	deoxycorticosterone-acetate	NO_Toxicity
BRD-K32526544	DCEBIO	NO_Toxicity
BRD-K59570838	homoveratrylamine	NO_Toxicity
BRD-A24817035	laudanosine	YES_Toxicity
BRD-K51662849	ilomastat	NO_Toxicity
BRD-K49945136	GR-113808	NO_Toxicity
BRD-K12906962	dichlorobenzamil	NO_Toxicity
BRD-K76698671	HNHA	NO_Toxicity
BRD-K38615104	A-443644	NO_Toxicity
BRD-K18194590	mephentermine	YES_Toxicity
BRD-A62057054	MDL-11939	NO_Toxicity
BRD-A76093993	cromakalim	NO_Toxicity
BRD-K64746805	MBCQ	NO_Toxicity
BRD-K91336023	mesulergine	YES_Toxicity
BRD-K31484631	rifabutin	NO_Toxicity
BRD-A15297126	fluocinolone-acetonide	YES_Toxicity
BRD-A77824596	fluocinolone	NO_Toxicity
BRD-K59332007	linopirdine	NO_Toxicity
BRD-K31633810	DAU-5884	YES_Toxicity
BRD-K34685430	methylergometrine	YES_Toxicity
BRD-K84955386	hyperoside	NO_Toxicity
BRD-K09602097	forskolin	NO_Toxicity
BRD-K36377456	marmesin	NO_Toxicity
BRD-A63043573	cabergoline	YES_Toxicity
BRD-K41903098	diphenoxylate	YES_Toxicity
BRD-A45498368	WYE-125132	NO_Toxicity
BRD-K34995470	SU-1498	NO_Toxicity
BRD-A82096673	KU-C103428N	NO_Toxicity
BRD-K29113274	ketoconazole	YES_Toxicity
BRD-K95921201	reserpine	YES_Toxicity
BRD-K02130563	panobinostat	YES_Toxicity
BRD-A53131506	epitestosterone	NO_Toxicity
BRD-K33818169	GW-3965	NO_Toxicity
BRD-K97309399	thiothixene	YES_Toxicity
BRD-A79237180	ascorbic-acid	NO_Toxicity
BRD-K66206289	lobeline	YES_Toxicity
BRD-K84709232	caffeic-acid	NO_Toxicity
BRD-K86930074	cediranib	NO_Toxicity
BRD-K84895041	BMY-45778	NO_Toxicity
BRD-K78599730	manumycin-a	NO_Toxicity
BRD-K14618467	IKK-16	NO_Toxicity
BRD-A10070317	propranolol	YES_Toxicity
BRD-A25004090	erastin	NO_Toxicity
BRD-K67352070	TC-2559	NO_Toxicity
BRD-K62289640	lylamine	NO_Toxicity
BRD-K04546108	JAK3-inhibitor-VI	NO_Toxicity
BRD-A22143024	estropipate	NO_Toxicity
BRD-K60230970	MG-132	NO_Toxicity
BRD-A52326238	isogedunin	YES_Toxicity
BRD-K34092021	arvanil	YES_Toxicity
BRD-A55393291	testosterone	NO_Toxicity
BRD-A06352508	SB-218078	YES_Toxicity
BRD-K89708791	rifaximin	NO_Toxicity
BRD-K96119599	leucodin	NO_Toxicity
BRD-A02189320	met-leu-phe	NO_Toxicity
BRD-A55962179	omeprazole	NO_Toxicity
BRD-K37991163	paroxetine	NO_Toxicity
BRD-K01095011	finasteride	NO_Toxicity
BRD-K73397362	purmorphamine	NO_Toxicity
BRD-K49577446	flunisolide	YES_Toxicity
BRD-K92049597	triamterene	YES_Toxicity
BRD-A29082194	gitoxigenin	YES_Toxicity
BRD-K56301217	ABT-737	NO_Toxicity
BRD-A40639672	ketorolac	YES_Toxicity
BRD-A34817987	itraconazole	NO_Toxicity
BRD-K53061490	ozagrel	NO_Toxicity
BRD-K35189033	levonorgestrel	NO_Toxicity
BRD-A48261811	argatroban	NO_Toxicity
BRD-A93659613	GR-89696	NO_Toxicity
BRD-K76908866	CP-724714	NO_Toxicity
BRD-A41451487	PK-11195	YES_Toxicity
BRD-K06980535	promazine	YES_Toxicity
BRD-A95939040	sertaconazole	NO_Toxicity
BRD-A09533288	verapamil	YES_Toxicity
BRD-K97752965	nicorandil	NO_Toxicity
BRD-K38775274	dexamethasone	NO_Toxicity
BRD-K89732114	trifluoperazine	NO_Toxicity
BRD-K38436528	imipramine	YES_Toxicity
BRD-K60038276	irbesartan	YES_Toxicity
BRD-K97158071	droperidol	NO_Toxicity
BRD-A34299591	budesonide	NO_Toxicity
BRD-A66435872	HTMT	NO_Toxicity
BRD-A00546892	biperiden	NO_Toxicity
BRD-K82562631	tolmetin	YES_Toxicity
BRD-A90490067	fulvestrant	NO_Toxicity
BRD-K16478699	PLX-4720	NO_Toxicity
BRD-K50859149	sulfafurazole	NO_Toxicity
BRD-K89997465	chlorpromazine	YES_Toxicity
BRD-K17849083	tranilast	NO_Toxicity
BRD-A04553218	chlorphenamine	YES_Toxicity
BRD-K06854232	AM-580	NO_Toxicity
BRD-K87024524	phenelzine	YES_Toxicity
BRD-K82357231	desloratadine	NO_Toxicity
BRD-K60762818	desipramine	YES_Toxicity
BRD-A25234499	aminoglutethimide	NO_Toxicity
BRD-K04046242	equilin	NO_Toxicity
BRD-A30655177	LFM-A13	NO_Toxicity
BRD-A29485665	bicalutamide	NO_Toxicity
BRD-A89175223	bisoprolol	NO_Toxicity
BRD-K91290917	amodiaquine	NO_Toxicity
BRD-K54462405	doxepin	YES_Toxicity
BRD-A10303790	talampicillin	NO_Toxicity
BRD-K02637541	celecoxib	NO_Toxicity
BRD-K06753942	nobiletin	NO_Toxicity
BRD-A58048407	nimodipine	NO_Toxicity
BRD-A64297288	amlodipine	YES_Toxicity
BRD-A65671304	candesartan-cilextil	YES_Toxicity
BRD-K52989797	clomipramine	YES_Toxicity
BRD-K71103788	duloxetine	NO_Toxicity
BRD-A55416093	colforsin	NO_Toxicity
BRD-K57569181	pentoxifylline	NO_Toxicity
BRD-A02006392	nitrendipine	NO_Toxicity
BRD-A07875874	cilnidipine	NO_Toxicity
BRD-A44448661	pentobarbital	YES_Toxicity
BRD-K92000912	AM-251	NO_Toxicity
BRD-K54094468	remoxipride	NO_Toxicity
BRD-A23359898	sibutramine	YES_Toxicity
BRD-K39339537	epirizole	NO_Toxicity
BRD-K10974103	diloxanide	NO_Toxicity
BRD-K13926615	vardenafil	NO_Toxicity
BRD-K56515112	medrysone	YES_Toxicity
BRD-K93754473	tamoxifen	NO_Toxicity
BRD-K28578425	cilostamide	NO_Toxicity
BRD-K09635314	m-3M3FBS	YES_Toxicity
BRD-A02759312	betaxolol	YES_Toxicity
BRD-K01663662	diphenidol	NO_Toxicity
BRD-K64245000	GW-4064	NO_Toxicity
BRD-A64977602	mirtazapine	YES_Toxicity
BRD-K09778810	FGIN-1-27	YES_Toxicity
BRD-A33447119	oxfendazole	NO_Toxicity
BRD-K31920458	mestranol	NO_Toxicity
BRD-A29426959	carbinoxamine	YES_Toxicity
BRD-A30205217	ethotoin	NO_Toxicity
BRD-K07237224	moclobemide	NO_Toxicity
BRD-K28183345	proguanil	YES_Toxicity
BRD-A72988804	tiaprofenic-acid	YES_Toxicity
BRD-A33711280	metixene	NO_Toxicity
BRD-A53416814	ceramide	YES_Toxicity
BRD-A80151636	bromocriptine	NO_Toxicity
BRD-K08806317	timolol	NO_Toxicity
BRD-K03816923	rottlerin	NO_Toxicity
BRD-K09631521	thiotepa	YES_Toxicity
BRD-K62200014	anagrelide	NO_Toxicity
BRD-K64052750	gefitinib	NO_Toxicity
BRD-K67017579	cilostazol	NO_Toxicity
BRD-K85925969	zalcitabine	NO_Toxicity
BRD-K21283037	riluzole	YES_Toxicity
BRD-K70778732	trazodone	NO_Toxicity
BRD-A78942461	ICI-118551	NO_Toxicity
BRD-K74195153	irsogladine	NO_Toxicity
BRD-A73368467	fexofenadine	NO_Toxicity
BRD-A27554692	altrenogest	NO_Toxicity
BRD-K75699339	rizatriptan	YES_Toxicity
BRD-K97764662	PD-173074	NO_Toxicity
BRD-K98769987	flumazenil	NO_Toxicity
BRD-K72420232	WZ-4002	NO_Toxicity
BRD-A00520476	AF-DX-116	NO_Toxicity
BRD-K46317332	proadifen	NO_Toxicity
BRD-A08187463	racecadotril	NO_Toxicity
BRD-K60274257	dephostatin	YES_Toxicity
BRD-A81177136	KN-62	NO_Toxicity
BRD-K72034655	peucedanin	NO_Toxicity
BRD-A22769835	homochlorcyclizine	NO_Toxicity
BRD-K55468218	spiperone	NO_Toxicity
BRD-K00673382	famotidine	NO_Toxicity
BRD-K54314721	zolmitriptan	NO_Toxicity
BRD-K41260949	valproic-acid	NO_Toxicity
BRD-A92651262	nalbuphine	NO_Toxicity
BRD-K67043667	altretamine	NO_Toxicity
BRD-A31575449	CGP-20712	NO_Toxicity
BRD-K96354014	nifedipine	YES_Toxicity
BRD-A16332958	modafinil	NO_Toxicity
BRD-K33459542	ditolylguanidine	NO_Toxicity
BRD-A80017228	bendroflumethiazide	NO_Toxicity
BRD-K76587808	fraxetin	NO_Toxicity
BRD-K40901640	cinanserin	NO_Toxicity
BRD-K34157611	cimetidine	NO_Toxicity
BRD-K68437527	EMF-BCA1-60	NO_Toxicity
BRD-K47207162	zimelidine	NO_Toxicity
BRD-K40892394	AR-C133057XX	NO_Toxicity
BRD-K74913225	brinzolamide	NO_Toxicity
BRD-K54704028	BAY-36-7620	NO_Toxicity
BRD-K62310379	fluticasone-propionate	NO_Toxicity
BRD-K89085489	fenretinide	NO_Toxicity
BRD-K33211335	dextromethorphan	YES_Toxicity
BRD-K48367671	febuxostat	NO_Toxicity
BRD-A47598013	citalopram	NO_Toxicity
BRD-K65285700	GP-1a	YES_Toxicity
BRD-A02176148	tubaic-acid	NO_Toxicity
BRD-A26095496	clobetasol	NO_Toxicity
BRD-K62996583	lidoflazine	NO_Toxicity
BRD-A78877355	nefopam	YES_Toxicity
BRD-K28806945	L-750667	NO_Toxicity
BRD-A81772229	simvastatin	NO_Toxicity
BRD-K14888893	minoxidil	NO_Toxicity
BRD-K38251852	paxilline	YES_Toxicity
BRD-K75089421	procainamide	NO_Toxicity
BRD-K60640630	mometasone	NO_Toxicity
BRD-A79981887	midodrine	YES_Toxicity
BRD-K83972459	JWE-035	NO_Toxicity
BRD-A62525898	prednisone	NO_Toxicity
BRD-K64514229	toltrazuril	NO_Toxicity
BRD-K60770992	pergolide	YES_Toxicity
BRD-K35498378	alrestatin	NO_Toxicity
BRD-A33168282	sotalol	NO_Toxicity
BRD-K50660797	epicatechin-gallate-(-)	NO_Toxicity
BRD-A51714012	venlafaxine	NO_Toxicity
BRD-K93658967	aloisine	NO_Toxicity
BRD-K82561139	ricinine	NO_Toxicity
BRD-K49668410	clarithromycin	NO_Toxicity
BRD-K97688263	benzamil	NO_Toxicity
BRD-K91315211	betahistine	NO_Toxicity
BRD-A36318220	necrostatin-1	YES_Toxicity
BRD-K64994968	progesterone	NO_Toxicity
BRD-K09132007	D-4476	NO_Toxicity
BRD-K88677950	PD-198306	NO_Toxicity
BRD-A92585442	RU-28318	NO_Toxicity
BRD-K04185004	oxybuprocaine	YES_Toxicity
BRD-K48692744	NU-1025	NO_Toxicity
BRD-A97104540	fenoterol	NO_Toxicity
BRD-K47717570	NBQX	YES_Toxicity
BRD-K92073408	norethisterone	NO_Toxicity
BRD-K39746403	erythromycin-estolate	NO_Toxicity
BRD-A81795050	U-18666A	NO_Toxicity
BRD-K61323504	SB-225002	NO_Toxicity
BRD-K41895714	AS-605240	NO_Toxicity
BRD-A74907996	equol	NO_Toxicity
BRD-A49358627	ciprofibrate	NO_Toxicity
BRD-K88759641	EMD-66684	YES_Toxicity
BRD-K96402602	farnesylthiotriazole	YES_Toxicity
BRD-A42423104	benproperine	NO_Toxicity
BRD-K92413528	thiazolidinecarboxylic-acid	NO_Toxicity
BRD-K84085265	CG-930	NO_Toxicity
BRD-K65261396	tacrolimus	YES_Toxicity
BRD-K45068323	W-13	NO_Toxicity
BRD-A65145453	ATPA	NO_Toxicity
BRD-K67277431	picotamide	NO_Toxicity
BRD-K33860217	CP-94253	YES_Toxicity
BRD-A49160188	donepezil	YES_Toxicity
BRD-K71799949	carbamazepine	NO_Toxicity
BRD-A02180903	betamethasone	NO_Toxicity
BRD-K47639036	flavoxate	NO_Toxicity
BRD-K92817986	BIX-02188	YES_Toxicity
BRD-K72676686	fluvoxamine	NO_Toxicity
BRD-K72222507	quinapril	NO_Toxicity
BRD-K52662033	lidocaine	YES_Toxicity
BRD-A61793559	metolazone	NO_Toxicity
BRD-K52930707	rescinnamine	YES_Toxicity
BRD-K39733634	L-161982	NO_Toxicity
BRD-A44133049	azasetron	NO_Toxicity
BRD-K18910433	estradiol	NO_Toxicity
BRD-A05186015	bupropion	NO_Toxicity
BRD-A15530910	SDZ-21009	YES_Toxicity
BRD-K39391626	ethylestrenol	NO_Toxicity
BRD-A22380646	pantoprazole	YES_Toxicity
BRD-K36009368	NNC-63-0532	NO_Toxicity
BRD-K30197592	5-methoxytryptamine	NO_Toxicity
BRD-A16444946	acarbose	NO_Toxicity
BRD-K96809896	SKF-86002	NO_Toxicity
BRD-A73581086	ergometrine	YES_Toxicity
BRD-K46142322	RS-67333	NO_Toxicity
BRD-K89125793	tinidazole	NO_Toxicity
BRD-A56359832	zileuton	YES_Toxicity
BRD-A43882281	pinacidil	YES_Toxicity
BRD-K94080537	diethyltoluamide	NO_Toxicity
BRD-A26845397	isamoltane	YES_Toxicity
BRD-K09907482	PRL-3-inhibitor-I	NO_Toxicity
BRD-A47633927	NPC-15199	NO_Toxicity
BRD-K24240364	GYKI-52466	YES_Toxicity
BRD-A83937277	mephenytoin	NO_Toxicity
BRD-K52850071	WHI-P154	YES_Toxicity
