SYMBOL	ENTREZID
UBE2Z	65264
TOMM20L	387990
ZNF219	51222
NTRK3	4916
HS3ST3B1	9953
MPC1	51660
C11orf80	79703
ENPP1	5167
NCKAP1	10787
CPZ	8532
PRSS3	5646
CTRB1	1504
ZSCAN12	9753
MPEG1	219972
UBA3	9039
MATR3	9782
LAMC3	10319
RFWD3	55159
RAB25	57111
ZNF37A	7587
NMRK1	54981
STAT1	6772
CYTH1	9267
ZNF627	199692
MICU1	10367
CCL28	56477
JADE2	23338
ANKRD30A	91074
IQGAP3	128239
ZFP2	80108
C8A	731
FAM109A	144717
CYB5R3	1727
SREBF2	6721
DLX1	1745
BRINP2	57795
DUSP27	92235
ZEB1	6935
TNNI1	7135
ATP1A2	477
FAN1	22909
PHLDB1	23187
ZNF277	11179
ASTN2	23245
COMT	1312
ZNF830	91603
INPP5F	22876
TOP1	7150
MRPL24	79590
PNP	4860
ASTN1	460
TSC22D2	9819
MTOR	2475
KIFAP3	22920
CD3E	916
RNF121	55298
MACF1	23499
MRPL21	219927
GPX6	257202
MFAP3L	9848
SFT2D1	113402
DENND4B	9909
FZD5	7855
PPT2	9374
AMY2B	280
PTGS1	5742
SMURF1	57154
RUNDC1	146923
TAF11	6882
DIO1	1733
GPATCH3	63906
MAGT1	84061
NPY1R	4886
MAGEC2	51438
MAST2	23139
GPX7	2882
OPA1	4976
ZNF652	22834
FAM45A	404636
SLC39A13	91252
FCRL5	83416
ZNF485	220992
OR10Z1	128368
AKAP13	11214
SMC3	9126
SLC26A1	10861
H2BFWT	158983
PCGF3	10336
CHAMP1	283489
SBNO2	22904
RPL12	6136
IPO9	55705
COA3	28958
MVB12B	89853
SPRYD7	57213
PJA2	9867
TBKBP1	9755
CNTNAP2	26047
CD247	919
DCTN1	1639
ZNF521	25925
OR5D13	390142
XAF1	54739
CALD1	800
SGMS1	259230
DDIT4L	115265
ARHGEF2	9181
TOX	9760
MGEA5	10724
NFE2L1	4779
DRD2	1813
PPEF1	5475
C17orf47	284083
KIF21A	55605
RASSF9	9182
SLC25A47	283600
CCDC152	100129792
FAM163A	148753
GRM1	2911
CXCL9	4283
NRG2	9542
TIFA	92610
MAGEE1	57692
CDC14A	8556
VEPH1	79674
METTL13	51603
DMD	1756
MAP3K3	4215
TLR1	7096
CAPZA2	830
GAB2	9846
SMC5	23137
FAM189B	10712
COLGALT2	23127
ZNF318	24149
NAA35	60560
ALPK2	115701
ABCG1	9619
POU3F3	5455
ILF2	3608
CTR9	9646
PJA1	64219
ARHGEF15	22899
DZIP3	9666
CTNNBL1	56259
TAF13	6884
ZSCAN20	7579
ARHGEF10L	55160
SHISA4	149345
NSMCE1	197370
PCDH18	54510
MSRB1	51734
DARS2	55157
ARHGAP11A	9824
QKI	9444
SMOC1	64093
DCAF12	25853
ITPRIPL1	150771
KRT19	3880
NOS1AP	9722
HOXB1	3211
GRIN3A	116443
SUCNR1	56670
FCRL2	79368
TIGD4	201798
LRRC10	376132
HORMAD1	84072
COL6A1	1291
DCLRE1A	9937
LRRTM3	347731
CACNA1S	779
ASB12	142689
MAGEB3	4114
FAM110B	90362
INO80	54617
TMEM184B	25829
SNX6	58533
HMGN2	3151
BECN1	8678
CDC42BPB	9578
PAX9	5083
E2F2	1870
KIAA0753	9851
ZNF511	118472
PPP1R14C	81706
SMG5	23381
CNOT7	29883
TSEN15	116461
KRTAP1-5	83895
MOK	5891
C1orf174	339448
RPL39	6170
GRM3	2913
CIPC	85457
PSMB5	5693
TGM2	7052
APOBEC3C	27350
SOX15	6665
CD47	961
CNTF	1270
OSGIN1	29948
AKR7A3	22977
SLC26A11	284129
R3HDM4	91300
SCAMP5	192683
MPHOSPH8	54737
LRIG2	9860
ISLR2	57611
GAGE2A	729447
SH3BP5L	80851
OR2T5	401993
OR2T1	26696
OR2T4	127074
OR2M5	127059
OR2L13	284521
OR2L2	26246
OR2AK2	391191
TRIM58	25893
OR14A2	388761
OR2C3	81472
ZNF670	93474
AHCTF1	25909
SCCPDH	51097
CNST	163882
TFB2M	64216
EFCAB2	84288
ADSS	159
SDCCAG8	10806
CEP170	9859
EXO1	9156
WDR64	128025
CHML	1122
OPN3	23596
KMO	8564
FH	2271
RGS7	6000
RYR2	6262
MTR	4548
HEATR1	55127
GPR137B	7107
B3GALNT2	148789
TOMM20	9804
IRF2BP2	359948
COA6	388753
SLC35F3	148641
KCNK1	3775
NTPCR	84284
SIPA1L2	57568
DISC1	27185
TSNAX	7257
EGLN1	54583
EXOC8	149371
GNPAT	8443
C1orf131	128061
TRIM67	440730
FAM89A	375061
TTC13	79573
C1orf198	84886
AGT	183
COG2	22796
GALNT2	2590
ABCB10	23456
ACTA1	58
SPHAR	10638
RAB4A	5867
RHOU	58480
HIST3H2A	92815
HIST3H3	8290
TRIM17	51127
IBA57	200205
GJC2	57165
GUK1	2987
DLL1	28514
PRSS38	339501
JMJD4	65094
CDC42BPA	8476
ERMARD	55780
TCTE3	6991
PSEN2	5664
THBS2	7058
PARP1	142
DACT2	168002
ACBD3	64746
H3F3A	3020
LEFTY2	7044
TCP10L2	401285
GPR31	2853
TMEM63A	9725
ENAH	55740
FGFR1OP	11116
FBXO28	23219
CAPN8	388743
CCDC185	164127
DUSP10	11221
HLX	3142
MARC1	64757
MARC2	54996
IARS2	55699
EPRS	2058
SLC30A10	55532
LYPLAL1	127018
TGFB2	7042
RRP15	51018
SPATA17	128153
GPATCH2	55105
ESRRG	2104
SLC22A2	6582
CENPF	1063
PTPN14	5784
SMYD2	56950
PROX1	5629
RPS6KC1	26750
ANGEL2	90806
SLC22A1	6580
FLVCR1	28982
NSL1	25936
NENF	29937
DTL	51514
INTS7	25896
LPGAT1	9926
NEK2	4751
SLC30A1	7779
RD3	343035
SERTAD4	56256
SYT14	255928
IRF6	3664
TRAF3IP3	80342
HSD11B1	3290
G0S2	50486
PLXNA2	5362
MRPL18	29074
ACAT2	39
CR1	1378
CR2	1380
CD55	1604
TAGAP	117289
C4BPA	722
EZR	7430
PFKFB2	5208
DYNLT1	6993
TMEM181	57583
TULP4	56995
IL20	50604
MAPKAPK2	9261
SERAC1	84947
DYRK3	8444
AVPR1B	553
FAM72A	729533
SLC26A9	115019
PM20D1	148811
SLC41A1	254428
RAB29	8934
NUCKS1	64710
SLC45A3	85414
LEMD1	93273
KLHDC8A	55220
NUAK2	81788
DSTYK	25778
CLDN20	49861
TFB1M	51106
TMEM81	388730
LRRN2	10446
MDM4	4194
PIK3C2B	5287
PPP1R15B	84919
KISS1	3814
ETNK2	55224
SOX13	9580
OPTC	26254
RGS17	26575
CHIT1	1118
MTRF1L	54516
ADORA1	134
TMEM183A	92703
VIP	7432
MYCT1	80177
CYB5R1	51706
SYNE1	23345
KLHL12	59349
RABIF	5877
KDM5B	10765
SYT2	127833
UBE2T	29089
LGR6	59352
GPR37L1	9283
TIMM17A	10440
LMOD1	25802
NAV1	89796
RMND1	55005
CSRP1	1465
PHLDA3	23612
PLEKHG1	57480
TMEM9	252839
ULBP3	79465
RAET1L	154064
KIF14	9928
ULBP2	80328
RAET1G	353091
NR5A2	2494
PCMT1	5110
NEK7	140609
LHX9	56956
C1orf53	388722
CRB1	23418
ZBTB41	360023
ASPM	259266
KATNA1	11104
F13B	2165
CFHR4	10877
GINM1	116254
CFHR3	10878
CFH	3075
B3GALT2	8707
CDC73	79577
GLRX2	51022
TROVE2	6738
UCHL5	51377
TAB2	23118
RGS1	5996
RGS18	64407
BRINP3	339479
UST	10090
PLA2G4A	5321
SASH1	23328
PTGS2	5743
SAMD5	389432
TPR	7175
RAB32	10981
IVNS1ABP	10625
SWT1	54823
SHPRH	257218
TRMT1L	81627
RNF2	6045
FAM129A	116496
EPM2A	7957
NCF2	4688
UTRN	7402
SHCBP1L	81626
DHX9	1660
RGS16	6004
RNASEL	6041
TEDDM1	127670
STX11	8676
SF3B5	83443
CACNA1E	777
LTV1	84946
IER5	51278
KIAA1614	57710
XPR1	9213
PEX3	8504
LHX4-AS1	100527964
QSOX1	5768
HIVEP2	3097
CEP350	9857
TOR1AIP2	163590
NPHS2	7827
AXDND1	126859
SOAT1	6646
TOR3A	64222
VTA1	51534
RALGPS2	55103
RASAL2	9462
HECA	51696
ABRACL	58527
PAPPA2	60676
RFWD2	64326
TNR	7143
CACYBP	27101
GPR52	9293
RC3H1	149041
SERPINC1	462
ZBTB37	84614
SLC9C2	284525
FASLG	356
SUCO	51430
C1orf105	92346
PIGC	5279
DNM3	26052
OLIG3	167826
IFNGR1	3459
FMO4	2329
FMO3	2328
MROH9	80133
GORAB	92344
SCYL3	57147
F5	2153
AHI1	54806
CCDC181	57821
BLZF1	8548
NME7	29922
ATP1B1	481
DPT	1805
XCL1	6375
XCL2	6846
TBX19	9095
TIPRL	261726
HBS1L	10767
DCAF6	55827
MPC2	25874
ADCY10	55811
RCSD1	92241
SGK1	6446
POU2F1	5451
GPA33	10223
MAEL	84944
TADA1	117143
POGK	57645
UCK2	7371
TCF21	6943
MGST3	4259
DDR2	4921
UAP1	6675
VNN1	8876
SH2D1B	117157
TAAR2	9287
OLFML2B	25903
STX7	8417
ATF6	22926
DUSP12	11266
FCRLB	127943
FCRLA	84824
MOXD1	26002
FCGR3A	2214
SDHC	6391
CTGF	1490
NR1I3	9970
TOMM40L	84134
APOA2	336
NDUFS2	4720
ADAMTS4	9507
PPOX	5498
USP21	27005
UFC1	51506
DEDD	9191
NIT1	4817
PFDN2	5202
KLHDC9	126823
ARHGAP30	257106
USF1	7391
F11R	50848
ITLN2	142683
CD244	51744
SLAMF7	57823
SLAMF6	114836
VANGL2	57216
MED23	9439
COPA	1314
PEX19	5824
PEA15	8682
CASQ1	844
ATP1A4	480
IGSF8	93185
KCNJ9	3765
KCNJ10	3766
PIGM	93183
SLAMF9	89886
IGSF9	57549
TAGLN2	8407
CFAP45	25790
VSIG8	391123
FCRL6	343413
DUSP23	54935
FCER1A	2205
ACKR1	2532
CADM3	57863
AIM2	9447
IFI16	3428
PYHIN1	149628
MNDA	4332
TMEM244	253582
OR6K6	128371
OR6K3	391114
SPTA1	6708
ARHGAP18	93663
OR10X1	128367
OR10R2	343406
CD1E	913
CD1B	910
CD1C	911
CD1D	912
CD5L	922
FCRL1	115350
FCRL3	115352
ETV3	2117
ARHGEF11	9826
INSRR	3645
HDGF	3068
PTPRK	5796
RRNAD1	51093
NES	10763
TTC24	164118
C1orf61	10485
THEMIS	387357
TSACC	128229
BGLAP	632
PMF1	11243
PMF1-BGLAP	100527963
SEMA4A	64218
LMNA	4000
LAMTOR2	28956
UBQLN4	56893
RNF146	81847
RXFP4	339403
RIT1	6016
SYT11	23208
CENPW	387103
GON4L	54856
DAP3	7818
YY1AP1	55249
RUSC1	23623
HCN3	57657
CLK2	1196
HEY2	23493
MTX1	4580
THBS3	7059
DPM3	54344
SLC50A1	55974
EFNA1	1942
EFNA3	1944
NKAIN2	154215
DCST2	127579
SMPDL3A	10924
FABP7	2173
HSF2	3298
PYGO2	90780
PBXIP1	57326
PMVK	10654
MAN1A1	4121
ADAR	103
CHRNB2	1141
TDRD10	126668
IL6R	3570
CEP85L	387119
ATP8B2	57198
NUS1	116150
GOPC	57120
ROS1	6098
C1orf43	25912
C1orf189	388701
TPM3	7170
ECHS1	1892
FAM162B	221303
NUP210L	91181
KPNA5	3841
RPS27	6232
VENTX	27287
RAB13	5872
ZUFSP	221302
CFAP46	54777
NKX6-2	84504
INPP5A	3632
TRAPPC3L	100128327
CREB3L4	148327
TSPYL1	7259
LRRC27	80313
SLC39A1	27173
CRTC2	200186
BNIP3	664
TCERG1L	256536
GLRX3	10539
EBF3	253738
MKI67	4288
GATAD2B	57459
FAM229B	619208
TUBE1	51175
WISP3	8838
CLRN3	119467
ADAM12	8038
NPR1	4881
SNAPIN	23557
CHTOP	26097
FANK1	92565
S100A13	6284
S100A14	57402
S100A16	140576
S100A2	6273
S100A3	6274
S100A4	6275
S100A5	6276
S100A6	6277
S100A7	6278
S100A7L2	645922
S100A7A	338324
S100A8	6279
S100A12	6283
S100A9	6280
LOR	4014
PRR9	574414
LELP1	149018
SPRR2G	6706
SPRR2E	6704
SPRR2B	6701
SPRR2D	6703
BCCIP	56647
TRAF3IP2	10758
SPRR1A	6698
IVL	3713
SMCP	4184
LCE1E	353135
C1orf68	100129271
LCE4A	199834
LCE2A	353139
LCE2B	26239
LCE2C	353140
LCE2D	353141
LCE3D	84648
LCE3E	353145
CRCT1	54544
UROS	7390
FLG	2312
HRNR	388697
TCHHL1	126637
MMP21	118856
S100A10	6281
THEM4	117145
THEM5	284486
LINGO4	339398
TEX36	387718
TDRKH	11022
MRPL9	65005
LHPP	64077
SNX27	81609
OAT	4942
TUFT1	7286
SLC16A10	117247
BUB3	9184
GTF3C6	112495
PI4KB	5298
ACADSB	36
PSMD4	5710
AMD1	262
IKZF5	64376
PSTK	118672
PIP5K1A	8394
FAM24A	118670
FAM24B	196792
CUZD1	50624
SCNM1	79005
LYSMD1	388695
DMBT1	1755
TNFAIP8L2	79626
CDK19	23097
SEMA6C	10500
GABPB2	126626
SLC22A16	85413
MLLT11	10962
DDO	8528
C1orf56	54964
BNIPL	149428
CDC40	51362
ANXA9	8416
NR2E1	7101
HTRA1	5654
CTSS	1520
PLEKHA1	59338
SEC63	11231
TACC2	10579
SCML4	256380
NSMCE4A	54780
MCL1	4170
PDSS2	57107
ADAMTSL4	54507
QRSL1	55278
ECM1	1893
RTN4IP1	84816
TARS2	80222
RPRD2	23248
SEC23IP	11196
ATG5	9474
BAG3	9531
TIAL1	7073
PRDM1	639
C1orf54	79630
RGS10	6001
APH1A	51107
PREP	5550
CA14	23632
PLEKHO1	51177
VPS45	11311
EIF3A	8661
SV2A	9900
CACUL1	143384
BOLA1	51027
HIST2H2BE	8349
HIST2H3C	126961
ASCC3	10973
HIST1H3H	8357
FCGR1A	2209
FAM204A	63877
VAX1	11023
SIM1	6492
HSPA12A	259217
C10orf82	143379
PRDM13	59336
PNLIP	5406
PNLIPRP3	119548
GPR89B	51463
GJA8	2703
PNISR	25957
FBXL4	26235
FAM160B1	57700
CHD1L	9557
KLHL32	114792
NDUFAF4	29078
UFL1	23376
CCDC186	55088
ADRB1	153
NHLRC2	374354
EPHA7	2045
ITGA10	8515
PEX11B	8799
PLEKHS1	79949
POLR3GL	84265
CASP7	840
MAP3K7	6885
GJA10	84694
PDE4DIP	9659
NRAP	4892
SCAF11	9169
FCGR1B	2210
FAM72B	653820
MDN1	23195
TCF7L2	6934
ADAM30	11085
ZDHHC6	64429
HMGCS2	3158
PHGDH	26227
HSD3B1	3283
RRAGD	58528
TECTB	6975
GDAP2	54834
FAM46C	54855
CLIC2	1193
SHOC2	8036
RAB39B	116442
VTCN1	79679
BRCC3	79184
TTF2	8458
CD101	9398
MTCP1	4515
CD2	914
C1orf137	388667
IGSF3	3321
CMC4	100272147
RNGTT	8732
CD58	965
FUNDC2	65991
MAB21L3	126868
CNR1	1268
SLC22A15	55356
F8A2	474383
NHLH2	4808
NGF	4803
TSPAN2	10100
RBM20	282996
SYCP1	6847
SIKE1	80143
SMIM9	100132963
MPP1	4354
NRAS	4893
RARS2	57038
BCAS2	10286
DKC1	1736
SLC35A1	10559
HIPK1	204851
DCLRE1B	64858
AP4B1	10717
ZNF292	23036
DUSP5	1847
SMNDC1	10285
PHTF1	10745
SYNCRIP	10492
FAM19A3	284467
UBL4A	8266
TBX18	9096
CYB5R4	51167
PLXNA3	55558
WNT2B	7482
RIPPLY2	134701
PRSS35	167681
SORCS3	22986
DDX20	11218
CFAP58	159686
ME1	4199
RAP1A	5906
GSTO1	9446
ADORA3	140
ATP5F1	515
RWDD2A	112611
SFR1	119392
OVGP1	5016
PIFO	128344
CHIA	27159
UBE3D	90025
TPBG	7162
SLK	9748
ATP6AP1	537
LRIF1	55791
NPBWR2	2832
KCNA3	3738
KCNA10	3744
SLC16A4	9122
NEURL1	9148
CALHM3	119395
RBM15	64783
KCNC4	3749
ALX3	257
STRIP1	85369
PDCD11	22984
TTK	7272
AHCYL1	10768
NEURL1B	54492
EPS8L3	79574
DNASE1L1	1774
ELOVL4	6785
USMG5	84833
GSTM4	2948
SH3BGRL2	83699
TAF5	6877
EMD	2010
PCGF6	84108
INA	9118
FLNA	2316
GNAI3	2773
AMIGO1	57463
CYB561D1	284613
ATXN7L2	127002
SYPL2	284612
CNNM2	54805
AS3MT	57412
SAMD10	140700
CYP17A1	1586
SFXN2	118980
SUFU	51684
ACTR1A	10121
PSRC1	84722
TKTL1	8277
ABHD16B	140701
CUEDC2	79004
KIAA1324	57535
IRAK1BP1	134728
HTR1B	3351
C1orf194	127003
IMPG1	3617
OPN1LW	5956
NFKB2	4791
MYO6	4646
IRAK1	3654
TMEM187	8269
GBF1	8729
TNFRSF6B	8771
AKNAD1	254268
PITX3	5309
ELOVL3	83401
STXBP3	6814
FNDC7	163479
PRPF38B	55119
ARHGAP4	393
HENMT1	113802
C10orf76	79591
FAM102B	284611
STMN3	50861
VAV3	10451
L1CAM	3897
NTNG1	22854
PRMT6	55170
AMY1C	278
COX7A2	1347
AMY1A	276
COL11A1	1301
SRPK3	26576
DPH5	51611
NPM3	10360
SLC30A7	148867
EXTL2	2135
FBXW4	6468
DBT	1629
TRMT13	54482
DPCD	25911
SLC35A3	23443
POLL	27343
PPDPF	79144
BTRC	8945
DPYD	1806
LBX1	10660
TLX1	3195
PTBP2	58155
KAZALD1	81621
RWDD3	25950
TMEM56	148534
ALG14	199857
CNN3	1266
HAUS7	55559
ABCD3	5825
LZTS2	84445
ABCA4	24
GCLM	2730
BCAR3	8412
ZNF275	10838
CHRNA4	1137
DR1	1810
NSDHL	50814
CETN2	1069
TMED5	50999
CSAG1	158511
PAX2	5076
MTF2	22823
FAM69A	388650
GABRA3	2556
NKAIN4	128414
RPL5	6125
GABRE	2564
EVI5	7813
GFI1	2672
DDX43	55510
YTHDF1	54915
SEC31B	25956
FATE1	89885
SLC17A9	63910
PRRG3	79057
SCD	6319
PASD1	139135
OOEP	441161
GLMN	11146
KHDC3L	154288
HMGB3	3149
DPPA5	340168
BLOC1S2	282991
C1orf146	388649
KIAA1107	23285
EPHX4	253152
KHDC1	80759
KHDC1L	100129128
MTMR1	8776
MTM1	4534
CHUK	1147
CXorf40B	541578
HSFX1	100506164
CPN1	1369
HFM1	164045
OGFRL1	79627
BARHL2	343472
ABCC2	1244
LRRC8C	84230
SMAP1	60682
GBP6	163351
GBP5	115362
AFF2	2334
GBP4	115361
GBP2	2634
FMR1NB	158521
GBP1	2633
FMR1	2332
CUTC	51076
GBP3	2635
MRGBP	55257
ENTPD7	57089
SLITRK2	84631
SPANXN1	494118
SLC25A28	81894
GTF2B	2959
NTSR1	4923
SPANXN3	139067
GOT1	2805
CREG1	8804
SPANXD	64648
SPANXA2	728712
SPANXA1	30014
PKN2	5586
LDOC1	23641
CDR1	1038
SOX3	6658
CXorf66	347487
LMO4	8543
HS2ST1	9653
HPSE2	60495
CLCA4	22802
CLCA2	9635
ODF2L	57489
COL24A1	255631
ZNHIT6	54680
PYROXD2	84795
LMBRD1	55788
BCL10	8915
MCOLN3	55283
CRTAC1	55118
GOLGA7B	401647
MCOLN2	255231
RBMX	27316
AVPI1	60370
CD40LG	959
CTBS	1486
PI4K2A	55361
VGLL1	51442
C10orf62	414157
GNG5	2787
HOGA1	112817
BRS3	680
PTP4A1	7803
RPF1	80135
LGSN	51557
FKBP1C	642489
UBTD1	80019
DNASE2B	58511
SAMD13	148418
PRKACB	5567
BAG2	9532
SLC9A6	10479
ZNF451	26036
KIAA1586	57691
BEND6	221336
IFI44	10561
IFI44L	10964
PTGFR	5737
GIPC2	54810
DNAJB4	11080
ZNF75D	7626
FUBP1	8880
MOSPD1	56180
FAM122C	159091
USP33	23032
ZZZ3	26009
PIGK	10026
MTG2	26164
GPC4	2239
BMP5	653
ACADM	34
MBNL3	55796
SLC44A5	204962
TYW3	127253
PSMA7	5688
LRRC1	55227
FPGT	8790
EXOSC1	51013
IGSF1	3547
KLHL31	401265
ELOVL5	60481
ZRANB2	9406
CTH	1491
HHLA3	11147
ANKRD13C	81573
SRSF11	9295
LRRC40	55631
PGAM1	5223
GSTA4	2941
ZNF280C	55609
DIRAS3	9077
GNG12	55970
GADD45A	1647
GSTA5	221357
SERBP1	26135
PPP1R3D	5509
C1orf141	400757
PHACTR3	116154
FRAT2	23401
FRAT1	10023
WDR78	79819
ZNF831	128611
SGIP1	84251
EFHC1	114327
DNAJC6	9829
RAVER2	55225
UBE2U	148581
ROR1	4919
PGM1	5236
EFCAB7	84455
ITGB3BP	23421
LCOR	84458
GNAS	2778
XPNPEP2	7512
ALG6	29929
OCRL	4952
FOXD3	27022
PKHD1	5314
SMARCA1	6594
ACTRT1	139741
PRR32	100130613
DCAF12L1	139170
ANGPTL3	27329
SH2D1A	4068
STX16	8675
TM9SF3	56889
DEFB110	245913
APCDD1L	164284
KANK4	163782
C20orf85	128602
OPALIN	93377
ZBP1	81030
DNTT	1791
RHAG	6005
NFIA	4774
GLYATL3	389396
XIAP	331
C1orf87	127795
CYP2J2	1573
ENTPD1	953
HOOK1	51361
OPN5	221391
FGGY	55277
JUN	3725
ALDH18A1	5832
TACSTD2	4070
OMA1	115209
DAB1	1600
C8B	732
PRKAA2	5563
SORBS1	10580
PDLIM1	9124
SPO11	23626
BSND	7809
TMEM61	199964
DHCR24	1718
CYP2C8	1558
TTC22	55001
PARS2	25973
TTC4	7268
CT47B1	643311
MCTS1	28985
ACOT11	26027
SSBP3	23648
CYP2C19	1557
FAM209B	388799
FAM209A	200232
CDCP2	200008
SLC25A27	9481
LDLRAD1	388633
NOC3L	64318
LRRC42	115353
CACNA1B	774
RCAN2	10231
PLCE1	51196
ENPP5	59084
FAM210B	116151
RHOXF2	84528
RHOXF2B	727940
NKAP	79576
LGI1	9211
PFDN4	5203
ARRDC1	92714
NDC1	55706
AKAP14	158798
FRA10AC1	118924
NDUFA1	4694
RUNX2	860
RNF113A	7737
MRPL41	64975
DMRTB1	63948
PDE6C	5146
SUPT3H	8464
RBP4	5950
MAGOH	4116
ZNF217	7764
NSMF	26012
CDC5L	988
FFAR4	338557
CEP55	55165
CPT2	1376
TSHZ2	128553
TCTE1	202500
ENTPD8	377841
SCP2	6342
NDOR1	27158
ECHDC2	55268
ZYG11A	440590
COA7	65260
LRRC26	389816
GRIN1	2902
HSP90AB1	3326
UBE2A	7319
ORC1	4998
KCNG1	3755
DPP7	29952
CC2D1B	200014
DPM1	8813
MAN1B1	11253
NPDC1	56654
BTF3L4	91408
SLC25A5	292
PARD6B	84612
KTI12	112970
PTPN1	5770
PTGDS	5730
TXNDC12	51060
TNKS2	80351
LONRF3	79836
LCN12	286256
TMEM189	387521
RAB3B	5865
RABL6	55684
IL13RA1	3597
LCN8	138307
FAM69B	138311
AGPAT2	10555
ANKRD1	27063
EGFL7	51162
B4GALT5	9334
INPP5E	56623
PMPCA	23203
KIF20B	9585
CARD9	64170
EPS15	2060
DNLZ	728489
KCNB1	3745
LHX3	8022
UBAC1	10422
KCNT1	57582
C1orf185	284546
GLT6D1	360203
MRPS2	51116
SLC16A12	387700
OLFM1	10439
IFIT5	24138
IFIT1	3434
FCN1	2219
IFIT1B	439996
COL5A1	1289
IFIT3	3437
IFIT2	3433
BEND5	79656
AGBL4	84871
SPATA6	54558
VAV2	7410
CH25H	9023
STAU1	6780
SARDH	1757
CMPK1	51727
STIL	6491
CYP4A22	284541
CT83	203413
SLC2A6	11182
CYP4X1	260293
AGTR2	186
ARFGEF2	10564
LUZP4	51213
CYP4B1	1580
STAMBPL1	57559
ADAMTS13	11093
ANKRD22	118932
EFCAB14	9813
IL13RA2	3598
LIPJ	142910
PREX1	57580
REXO4	57109
MKNK1	8569
PTEN	5728
STKLD1	169436
AMOT	154796
SURF2	6835
LHFPL1	340596
SURF1	6834
RAD54L	8438
LURAP1	541468
SURF4	6836
POMGNT1	55624
MINPP1	9562
NCOA3	8202
TSPAN1	10103
RPL7A	6130
ADIRF	10974
MRPL14	64928
SNCG	6623
SURF6	6838
TMEM69	51249
MMRN2	79812
BMPR1A	657
GBGT1	26301
CHRDL1	91851
RALGDS	5900
AKR1A1	10327
OPN4	94233
TMEM164	84187
CEL	1056
TESK2	10420
CCSER2	54462
TOE1	114034
MUTYH	4595
LRIT1	26103
GTF3C5	9328
TP53RK	112858
C10orf99	387695
IRS4	8471
MRPS18A	55168
GHITM	27069
NRG3	10718
GTF3C4	9329
DDX31	64794
RSPH9	221421
HECTD3	79654
RAPGEF1	2889
PTCH2	8643
DYDC2	84332
PLK3	1263
DYDC1	143241
BEST4	266675
UCK1	83549
MAT1A	4143
KIF2C	11004
POMT1	10585
ATG4A	115201
POLH	5429
TMEM53	79639
ERI3	79033
PLAC9	219348
FAM78A	286336
TMEM254	80195
CD40	958
DMAP1	55929
SFTPD	6441
KLF17	128209
AIF1L	83543
CCDC24	149473
NUTM2G	441457
SFTPA2	729238
MMP9	4318
ZCCHC24	219654
FIBCD1	84929
IPO13	9670
ABL1	25
EXOSC2	23404
POLR3A	11128
TSC22D3	1831
POLR1C	9533
DLG5	9231
ASS1	445
KDM4A	9682
NCS1	23413
GPR107	57720
PCIF1	63935
YIPF3	25844
HYI	81888
PRPS1	5631
LRRC73	221424
TJAP1	93643
C9orf78	51759
CDC20	991
NUP62CL	54830
PRRX2	51450
MPL	4352
TIE1	7075
C9orf50	375759
RBM41	55285
CTSA	5476
IER5L	389792
ZNF691	51058
ERMAP	114625
NEURL2	140825
SPATA25	128497
ZSWIM1	90204
ZNF503	84858
C1orf50	79078
ABCC10	89845
COMTD1	118881
DOLPP1	57171
YBX1	4904
CXorf57	55086
SH3GLB2	56904
VDAC2	7417
TNNC2	7125
PPCS	79717
ZMYND12	84217
CRIP3	401262
FOXJ3	22887
NUP188	23511
GUCA2B	2981
IL1RAPL2	26280
HIVEP3	59269
SLC22A7	10864
DOLK	22845
EDN2	1907
ESX1	80712
FOXO6	100132074
GLRA4	441509
CTPS1	1503
DNTTIP1	116092
TCEAL1	9338
TCEAL3	85012
TCEAL4	79921
RAB40A	142684
CITED4	163732
ENDOG	2021
WFDC10A	140832
TBC1D13	54662
WFDC8	90199
EPPIN	57119
ZDHHC12	84885
WFDC6	140870
WFDC2	10406
TCEAL5	340543
RIMS3	9783
TCEAL8	90843
SET	6418
BEX4	56271
ZNF684	127396
DUSP13	51207
EXO5	64789
ZFP69	339559
DBNDD2	55861
WDR34	89891
SMAP2	64744
TP53TG5	27296
BEX1	55859
SDC4	6385
BHLHB9	80823
SPTAN1	6709
COL9A2	1298
MATN4	8785
ZMPSTE24	10269
PLAU	5328
TMCO2	127391
SEMG2	6407
RLF	6018
TCEAL6	158931
TCEAL2	140597
SEMG1	6406
ZMAT1	84460
WFDC12	128488
WFDC5	149708
CAP1	10487
STK4	6789
GNMT	27232
MFSD2A	84879
TOMM34	10953
OXCT2	64064
BMP8B	656
ARMCX1	51309
PPIE	10450
CHCHD1	118487
CNPY3	10695
HNRNPH2	3188
CERCAM	51148
YWHAB	7529
FUT11	170384
HPCAL4	51440
HEYL	26508
PABPC4	8761
KCNK15	60598
WISP2	8839
ADA	100
TBCC	6903
PKIG	11142
TRUB2	26995
UBR2	23304
TIMM8A	1678
TTPAL	79183
TAF7L	54457
ANXA7	310
DNM1	1759
CENPI	2491
TRMT2B	79979
MRPS16	51021
DNAJC9	23234
XKRX	402415
NOX1	27035
NDUFS5	4725
OSER1	51526
CSTF2	1478
TAF8	129685
JPH2	57158
SYTL4	94121
CCND3	896
C9orf16	79095
RRAGC	64121
GTSF1L	149699
SRPX2	27286
POU3F1	5453
FHL3	2275
LCN2	3934
FRS3	10817
SF3A3	10946
TSPAN6	7105
INPP5B	3633
PGC	5225
