pert_id	TAG	pert_iname	Toxicity
BRD-A81402010	4.1403	KU-C103443N	NO_Toxicity
BRD-K70881766	4.1175	solanine	YES_Toxicity
BRD-K87158025	4.096	benzamil	NO_Toxicity
BRD-K87510569	4.0874	RS-504393	YES_Toxicity
BRD-K98157055	4.0521	SIB-1757	YES_Toxicity
BRD-K50660797	4.0521	epicatechin-gallate-(-)	NO_Toxicity
BRD-K48692744	4.0429	NU-1025	NO_Toxicity
BRD-A19037878	4.0246	trichostatin-a	YES_Toxicity
BRD-K56515112	3.9817	medrysone	YES_Toxicity
BRD-A28422058	3.9817	L-689560	NO_Toxicity
BRD-A00100033	3.9546	nifurtimox	NO_Toxicity
BRD-K51918615	3.9464	iodophenpropit	YES_Toxicity
BRD-A67433117	3.9464	NCS-382	NO_Toxicity
BRD-K54210043	3.9112	NS-1619	YES_Toxicity
BRD-A67799922	3.8533	phenoxybenzamine	NO_Toxicity
BRD-K41410256	3.8407	balsalazide	NO_Toxicity
BRD-K34415467	3.8173	trimethobenzamide	NO_Toxicity
BRD-K33193182	3.7527	methylnorlichexanthone	NO_Toxicity
BRD-K05395900	3.7352	nicotine	YES_Toxicity
BRD-A42346008	3.735	metanephrine	YES_Toxicity
BRD-A02367930	3.7237	ethinyl-estradiol	NO_Toxicity
BRD-K05181084	3.6998	NGB-2904	YES_Toxicity
BRD-K87343924	3.6646	wortmannin	NO_Toxicity
BRD-K37814297	3.6497	acepromazine	NO_Toxicity
BRD-K24538644	3.6293	KU-C104502N	NO_Toxicity
BRD-K23566484	3.6293	nilutamide	YES_Toxicity
BRD-A94413429	3.5941	NTNCB	NO_Toxicity
BRD-A87848830	3.5698	bimatoprost	NO_Toxicity
BRD-K61691971	3.5604	avrainvillamide-analog-1	NO_Toxicity
BRD-K53979406	3.5444	ALX-5407	YES_Toxicity
BRD-A22256192	3.5279	terazosin	NO_Toxicity
BRD-A97104540	3.5236	fenoterol	NO_Toxicity
BRD-K09416995	3.4942	lovastatin	NO_Toxicity
BRD-K47150025	3.4531	KI-8751	YES_Toxicity
BRD-K57033106	3.4179	tripelennamine	YES_Toxicity
BRD-K59574735	3.384	ubenimex	NO_Toxicity
BRD-A55393291	3.3656	testosterone	NO_Toxicity
BRD-K55424922	3.3474	anpirtoline	NO_Toxicity
BRD-A92161634	3.3168	scopoline	NO_Toxicity
BRD-A91866971	3.298	SQ-29548	NO_Toxicity
BRD-K12502280	3.283	TG-101348	NO_Toxicity
BRD-K19525698	3.2769999999999997	ozagrel	NO_Toxicity
BRD-K63504947	3.2503	semaxanib	NO_Toxicity
BRD-A14395271	3.2326	mesoridazine	NO_Toxicity
BRD-K43149758	3.2199	myricetin	YES_Toxicity
BRD-K43880410	3.2031	pregnenolone	NO_Toxicity
BRD-A32164164	3.1862	methyllycaconitine	YES_Toxicity
BRD-K18905250	3.1489999999999996	ST-91	NO_Toxicity
BRD-K64157027	3.1060000000000003	ZD-2079	NO_Toxicity
BRD-A36217750	3.1008	sulfinpyrazone	YES_Toxicity
BRD-A55946879	3.0792	BW-B70C	YES_Toxicity
BRD-K41868777	3.0435	W-5	NO_Toxicity
BRD-K37848908	3.0303	ceforanide	NO_Toxicity
BRD-K23204545	3.0303	busulfan	YES_Toxicity
BRD-K60298136	3.0207	ITE	YES_Toxicity
BRD-K10098805	2.9795	rhapontin	NO_Toxicity
BRD-K34154330	2.975	tracazolate	NO_Toxicity
BRD-K36740062	2.9598	GSK-1070916	NO_Toxicity
BRD-K13514097	2.9551	everolimus	NO_Toxicity
BRD-K40530731	2.9523	hyoscyamine	YES_Toxicity
BRD-K12357156	2.9462	AG-490	NO_Toxicity
BRD-A15070535	2.9315	bucladesine	NO_Toxicity
BRD-K52172416	2.9246	anastrozole	NO_Toxicity
BRD-K11107424	2.9246	tiotidine	NO_Toxicity
BRD-K53959060	2.9151	indirubin	YES_Toxicity
BRD-K47693913	2.8894	evoxine	NO_Toxicity
BRD-K77554836	2.8894	triamcinolone	NO_Toxicity
BRD-K49668410	2.8894	clarithromycin	NO_Toxicity
BRD-K89237706	2.8541	noscapine	YES_Toxicity
BRD-A93000692	2.8541	ciglitazone	NO_Toxicity
BRD-K41170226	2.8189	deoxycholic-acid	NO_Toxicity
BRD-K09790412	2.7837	H-9	NO_Toxicity
BRD-A31159102	2.7837	fluoxetine	YES_Toxicity
BRD-K59058766	2.7719	chlorprothixene	YES_Toxicity
BRD-A67748489	2.7484	K-858	NO_Toxicity
BRD-K86465814	2.7484	HO-013	NO_Toxicity
BRD-K70241288	2.7484	L-692585	NO_Toxicity
BRD-K52662033	2.7484	lidocaine	YES_Toxicity
BRD-K99621550	2.6832	tubocurarine	YES_Toxicity
BRD-K30990140	2.6779	FR-122047	NO_Toxicity
BRD-K17796732	2.6427	JWH-015	NO_Toxicity
BRD-K67637637	2.6427	olopatadine	YES_Toxicity
BRD-A30435184	2.6332	metergoline	NO_Toxicity
BRD-K24053527	2.6243	dextromethorphan	YES_Toxicity
BRD-A84389091	2.6237	L-655708	NO_Toxicity
BRD-K82577285	2.6237	dipropyl-dopamine	NO_Toxicity
BRD-K46211610	2.6132	tolazoline	NO_Toxicity
BRD-K51465424	2.6075	ritodrine	NO_Toxicity
BRD-A92585442	2.6039	RU-28318	NO_Toxicity
BRD-K02407574	2.5918	parbendazole	YES_Toxicity
BRD-K47832606	2.537	floxuridine	YES_Toxicity
BRD-K53220666	2.537	trimetozine	NO_Toxicity
BRD-A87606379	2.503	nadolol	NO_Toxicity
BRD-K42500029	2.5018	CGP-57380	YES_Toxicity
BRD-A54236247	2.5018	ephedrine-(racemic)	NO_Toxicity
BRD-K78280988	2.5018	anandamide	NO_Toxicity
BRD-K74763371	2.492	bosentan	NO_Toxicity
BRD-A41301928	2.4665	bongkrek-acid	NO_Toxicity
BRD-K63068307	2.4665	ZSTK-474	NO_Toxicity
BRD-K04412738	2.4665	tramadol	YES_Toxicity
BRD-K22009844	2.4654	phenprobamate	NO_Toxicity
BRD-A84702196	2.4467	penicillin	NO_Toxicity
BRD-A37347161	2.4364	BRL-52537	NO_Toxicity
BRD-K11663430	2.4313	pyroxamide	YES_Toxicity
BRD-A15435692	2.4313	BMY-14802	NO_Toxicity
BRD-K94512704	2.4313	spiramide	NO_Toxicity
BRD-A66435872	2.4313	HTMT	NO_Toxicity
BRD-K13927029	2.3961	retinol	NO_Toxicity
BRD-A19248578	2.3961	latrunculin-b	NO_Toxicity
BRD-A37817666	2.3608	picrotoxin	NO_Toxicity
BRD-K88172511	2.3608	naltrexone	NO_Toxicity
BRD-K19462402	2.3608	buflomedil	YES_Toxicity
BRD-A06390036	2.3474	hydroquinidine	NO_Toxicity
BRD-K87049188	2.3256	fusaric-acid	YES_Toxicity
BRD-K67445247	2.3242	flurofamide	NO_Toxicity
BRD-K02715688	2.3171	hydrastine-(1r,-9s)	NO_Toxicity
BRD-K18135438	2.2903	chenodeoxycholic-acid	NO_Toxicity
BRD-K04111260	2.2903	raclopride	NO_Toxicity
BRD-A01826957	2.2822	xanthinol	NO_Toxicity
BRD-A65615053	2.2718	zacopride	YES_Toxicity
BRD-A63836183	2.2551	PD-123319	NO_Toxicity
BRD-K18250272	2.2551	propoxycaine	YES_Toxicity
BRD-K08703257	2.2199	3-amino-benzamide	NO_Toxicity
BRD-K80396088	2.2199	gliquidone	NO_Toxicity
BRD-K47639036	2.2199	flavoxate	NO_Toxicity
BRD-K23913458	2.2043	coumarin	YES_Toxicity
BRD-K54094468	2.1846	remoxipride	NO_Toxicity
BRD-K13642330	2.168	cosmosiin	NO_Toxicity
BRD-K01095011	2.1494	finasteride	NO_Toxicity
BRD-A49906757	2.1494	scopolamine-n-oxide	NO_Toxicity
BRD-K93460210	2.1494	lamotrigine	YES_Toxicity
BRD-A75172220	2.1324	hydrocortisone	NO_Toxicity
BRD-A34907681	2.1261	rutin	NO_Toxicity
BRD-K79124250	2.1142	ioxaglic-acid	NO_Toxicity
BRD-A08003242	2.1142	rhodomyrtoxin-b	NO_Toxicity
BRD-K23875128	2.1142	RHO-kinase-inhibitor-III[rockout]	NO_Toxicity
BRD-K21548250	2.1098	moracizine	NO_Toxicity
BRD-A92670106	2.106	tocainide	NO_Toxicity
BRD-K46652470	2.0789	nizatidine	YES_Toxicity
BRD-K07265709	2.0789	dexrazoxane	NO_Toxicity
BRD-K30697463	2.0789	desoximetasone	NO_Toxicity
BRD-K23335153	2.0789	AMN-082	YES_Toxicity
BRD-A96255180	2.0789	ribavirin	NO_Toxicity
BRD-K13087974	2.051	CGP-52411	NO_Toxicity
BRD-K68190965	2.0437	GR-46611	NO_Toxicity
BRD-A42649439	2.0437	triciribine	YES_Toxicity
BRD-K37846922	2.0437	3,3'-diindolylmethane	NO_Toxicity
BRD-K05528470	2.0085	L-745870	NO_Toxicity
BRD-K97365803	2.0085	PI-828	YES_Toxicity
BRD-A76528577	2.0085	vincristine	YES_Toxicity
BRD-A98431941	1.9732	ephedrine	NO_Toxicity
BRD-A16444946	1.9732	acarbose	NO_Toxicity
BRD-A22783572	1.9732	vinblastine	YES_Toxicity
BRD-A41941932	1.9732	vitexin	NO_Toxicity
BRD-A53077924	1.9558	tianeptine	NO_Toxicity
BRD-K52459643	1.9380000000000002	alprostadil	YES_Toxicity
BRD-K66766661	1.9380000000000002	17-beta-estradiol	NO_Toxicity
BRD-K97061094	1.9380000000000002	azacyclonol	NO_Toxicity
BRD-A66199457	1.9380000000000002	asiaticoside	NO_Toxicity
BRD-A04706586	1.9082	bucladesine	NO_Toxicity
BRD-A73368467	1.9027	fexofenadine	NO_Toxicity
BRD-K59632282	1.9027	quinidine	YES_Toxicity
BRD-K45988865	1.9027	tetramethylsilane	NO_Toxicity
BRD-K64670467	1.9005	JNJ-16259685	NO_Toxicity
BRD-K72034655	1.8942	peucedanin	NO_Toxicity
BRD-K95763993	1.8675	trapidil	YES_Toxicity
BRD-K20920669	1.8675	cromoglicic-acid	NO_Toxicity
BRD-K66707493	1.8675	lawsone	YES_Toxicity
BRD-K04976539	1.8675	aminogenistein	YES_Toxicity
BRD-K71289571	1.8675	zafirlukast	YES_Toxicity
BRD-K12184916	1.8675	NVP-BEZ235	NO_Toxicity
BRD-K56957086	1.8675	dacinostat	YES_Toxicity
BRD-K46678324	1.8323	RHO-kinase-inhibitor-II	NO_Toxicity
BRD-K20655524	1.8323	mefexamide	YES_Toxicity
BRD-K86600316	1.8323	RS-79948	YES_Toxicity
BRD-K07212038	1.8227	selinidin	NO_Toxicity
BRD-A59174698	1.8156	ritodrine	NO_Toxicity
BRD-K73293050	1.8143	WZ-3146	NO_Toxicity
BRD-K96354014	1.8019	nifedipine	YES_Toxicity
BRD-K00662280	1.797	CL-218872	NO_Toxicity
BRD-K76304753	1.797	phenazopyridine	YES_Toxicity
BRD-K56800335	1.797	guanabenz	YES_Toxicity
BRD-K66296774	1.7726	fluvastatin	NO_Toxicity
BRD-K51018020	1.7633	VAMA-37	NO_Toxicity
BRD-K35240538	1.7618	methylprednisolone	NO_Toxicity
BRD-A94709349	1.7618	metaxalone	NO_Toxicity
BRD-K06198550	1.7618	isorotenone	YES_Toxicity
BRD-A28318179	1.7618	aminomethyltransferase	YES_Toxicity
BRD-A41250306	1.7618	cyclopenthiazide	NO_Toxicity
BRD-A19736161	1.7618	ondansetron	YES_Toxicity
BRD-A70407468	1.7306	PSB-36	YES_Toxicity
BRD-K62221994	1.7266	T-98475	NO_Toxicity
BRD-K53737926	1.7266	amitriptyline	YES_Toxicity
BRD-K84996949	1.7266	sinensetin	NO_Toxicity
BRD-K50859149	1.7266	sulfafurazole	NO_Toxicity
BRD-K33483813	1.7144	actarit	NO_Toxicity
BRD-K36395411	1.6913	SB-206553	NO_Toxicity
BRD-K73838513	1.6913	cinacalcet	YES_Toxicity
BRD-K48029790	1.6913	OBAA	YES_Toxicity
BRD-A56892734	1.6913	esomeprazole	NO_Toxicity
BRD-K35629949	1.6913	SR-27897	NO_Toxicity
BRD-K81709173	1.6692	halcinonide	NO_Toxicity
BRD-K97799481	1.6561	theophylline	YES_Toxicity
BRD-K77830450	1.6561	forskolin	NO_Toxicity
BRD-K44353683	1.6531	nateglinide	NO_Toxicity
BRD-K47631482	1.6247	bromhexine	NO_Toxicity
BRD-A81233518	1.6209	glycopyrrolate	NO_Toxicity
BRD-K93645900	1.6209	tadalafil	YES_Toxicity
BRD-A33833419	1.6209	TER-14687	NO_Toxicity
BRD-K40901640	1.6209	cinanserin	NO_Toxicity
BRD-K40227168	1.6187	vinburnine	NO_Toxicity
BRD-K09638361	1.6141	IC-261	YES_Toxicity
BRD-K51066026	1.5856	aminoindazole	YES_Toxicity
BRD-K61177364	1.5856	NBI-27914	NO_Toxicity
BRD-K77695569	1.5856	tiabendazole	NO_Toxicity
BRD-K12260308	1.5799	xanthoxyline	NO_Toxicity
BRD-A49358627	1.5504	ciprofibrate	NO_Toxicity
BRD-K79425933	1.5504	benperidol	NO_Toxicity
BRD-A29644307	1.5504	nomifensine	YES_Toxicity
BRD-K52911425	1.5504	GDC-0941	NO_Toxicity
BRD-A75478957	1.5504	PD-166793	NO_Toxicity
BRD-K15086322	1.5504	JNJ-10191584	NO_Toxicity
BRD-A11135865	1.5504	nor-binaltorphimine	NO_Toxicity
BRD-A68631409	1.5504	evodiamine	NO_Toxicity
BRD-K75478907	1.5504	GS-39783	YES_Toxicity
BRD-A30655177	1.5476	LFM-A13	NO_Toxicity
BRD-K91699951	1.5304	benzonatate	NO_Toxicity
BRD-K02404261	1.5152	caffeine	YES_Toxicity
BRD-A93255169	1.5152	thalidomide	YES_Toxicity
BRD-K62200014	1.5152	anagrelide	NO_Toxicity
BRD-K07881437	1.5152	danusertib	NO_Toxicity
BRD-A48257147	1.5152	PHCCC	YES_Toxicity
BRD-K85119730	1.4958	tolbutamide	NO_Toxicity
BRD-K36198571	1.4799	WAY-170523	NO_Toxicity
BRD-K54142781	1.4799	cirazoline	YES_Toxicity
BRD-K18909381	1.4799	CGS-12066B	NO_Toxicity
BRD-A18202423	1.4799	CPCCOEt	NO_Toxicity
BRD-A89434049	1.4653	sarmentogenin	YES_Toxicity
BRD-K67511046	1.4447	naloxone	NO_Toxicity
BRD-A31007383	1.4447	SDZ-WAG-994	YES_Toxicity
BRD-A16332958	1.4447	modafinil	NO_Toxicity
BRD-A42571354	1.4435	cetirizine	NO_Toxicity
BRD-K20482099	1.4247	rutin	NO_Toxicity
BRD-K92731339	1.4094	perindopril	NO_Toxicity
BRD-A73581086	1.4094	ergometrine	YES_Toxicity
BRD-A75455249	1.4094	kavain	NO_Toxicity
BRD-K64755930	1.4094	etazolate	NO_Toxicity
BRD-A10303790	1.3791	talampicillin	NO_Toxicity
BRD-K27184429	1.3763	levocetirizine	NO_Toxicity
BRD-K07325606	1.3742	hispidin	NO_Toxicity
BRD-K64610608	1.3742	EMF-BCA1-57	NO_Toxicity
BRD-K85402309	1.3742	dovitinib	NO_Toxicity
BRD-K30563334	1.3742	rifabutin	NO_Toxicity
BRD-A63667919	1.3742	methylergometrine	YES_Toxicity
BRD-K24240364	1.3742	GYKI-52466	YES_Toxicity
BRD-A87445400	1.3742	yohimbine	YES_Toxicity
BRD-K37798499	1.3419999999999999	etoposide	YES_Toxicity
BRD-A34706053	1.3416	CGP-12177	YES_Toxicity
BRD-A58207013	1.339	pinacidil	YES_Toxicity
BRD-K83597974	1.339	pargyline	YES_Toxicity
BRD-K43290182	1.339	Ro-04-6790	NO_Toxicity
BRD-K53523901	1.339	arctigenin	NO_Toxicity
BRD-K93176058	1.339	AC-55649	NO_Toxicity
BRD-K45435259	1.339	SCH-23390	YES_Toxicity
BRD-K54790157	1.3344	trioxsalen	NO_Toxicity
BRD-K83322645	1.3219	L-693403	YES_Toxicity
BRD-A49225603	1.3037	alimemazine	YES_Toxicity
BRD-K63979671	1.3037	etifenin	YES_Toxicity
BRD-K77771411	1.3037	moxonidine	YES_Toxicity
BRD-K12762134	1.3037	XAV-939	YES_Toxicity
BRD-K70281171	1.3037	U-99194	YES_Toxicity
BRD-K05737787	1.2866	isoeugenol	NO_Toxicity
BRD-A74907996	1.2739	equol	NO_Toxicity
BRD-K50018155	1.2685	RS-67506	NO_Toxicity
BRD-K14536225	1.2685	piceid	NO_Toxicity
BRD-K60174629	1.2685	z-prolyl-prolinal	NO_Toxicity
BRD-K63195589	1.2654	tipifarnib	NO_Toxicity
BRD-K43736954	1.2333	cortisone	NO_Toxicity
BRD-K56699285	1.2333	metergoline	NO_Toxicity
BRD-K46441700	1.2333	GR-55562	YES_Toxicity
BRD-K97309399	1.2333	thiothixene	YES_Toxicity
BRD-A01346607	1.2333	flumetasone	NO_Toxicity
BRD-K56047318	1.2333	RHC-80267	YES_Toxicity
BRD-K27351809	1.2333	nomegestrol-acetate	NO_Toxicity
BRD-K74501079	1.2333	azithromycin	NO_Toxicity
BRD-A41450521	1.2333	tosufloxacin	NO_Toxicity
BRD-K38003476	1.198	clocortolone-pivalate	NO_Toxicity
BRD-K44899736	1.198	Ro-16-6941	NO_Toxicity
BRD-A43082555	1.1628	loxoprofen	YES_Toxicity
BRD-K06147391	1.1611	telenzepine	NO_Toxicity
BRD-K28183345	1.1561	proguanil	YES_Toxicity
BRD-K61496577	1.151	flumetasone	NO_Toxicity
BRD-K48923948	1.1395	BMS-641988	NO_Toxicity
BRD-K82164249	1.1356	andarine	NO_Toxicity
BRD-A09472452	1.1276	flecainide	YES_Toxicity
BRD-K01567962	1.1276	pyrazolanthrone	NO_Toxicity
BRD-K92073408	1.1276	norethisterone	NO_Toxicity
BRD-K02950022	1.1276	BMS-299897	YES_Toxicity
BRD-K01815685	1.1276	indole-3-carbinol	NO_Toxicity
BRD-K94841585	1.1276	emodic-acid	NO_Toxicity
BRD-K59851896	1.0923	calycanthine	NO_Toxicity
BRD-K15196155	1.0923	IBC-293	NO_Toxicity
BRD-A04553218	1.0923	chlorphenamine	YES_Toxicity
BRD-K27737647	1.0923	H-89	NO_Toxicity
BRD-K01192156	1.0571	tyrphostin-AG-112	YES_Toxicity
BRD-K08589866	1.0571	linsitinib	YES_Toxicity
BRD-K69195780	1.0571	NAN-190	NO_Toxicity
BRD-K70778732	1.0571	trazodone	NO_Toxicity
BRD-K91243525	1.0571	SR-142948	NO_Toxicity
BRD-K71003802	1.0571	hippeastrine	YES_Toxicity
BRD-K23583188	1.0571	lavendustin-a	NO_Toxicity
BRD-K51302260	1.0571	KU-C103871	YES_Toxicity
BRD-A29485665	1.0571	bicalutamide	NO_Toxicity
BRD-A57382968	1.0571	piroxicam	NO_Toxicity
BRD-K91442916	1.0571	CAM-9-026	NO_Toxicity
BRD-K09186807	1.0571	KIN001-244	NO_Toxicity
BRD-A50928468	1.0218	norgestrel	NO_Toxicity
BRD-K89055274	1.0218	alverine	NO_Toxicity
BRD-K37561857	1.0218	zardaverine	NO_Toxicity
BRD-K99498722	1.0218	plinabulin	NO_Toxicity
BRD-A08187463	0.9866	racecadotril	NO_Toxicity
BRD-K78485176	0.9866	olmesartan-medoxomil	NO_Toxicity
BRD-K18194590	0.9866	mephentermine	YES_Toxicity
BRD-K40919711	0.9866	BAPTA-AM	NO_Toxicity
BRD-K12539581	0.9866	nocodazole	NO_Toxicity
BRD-A69917777	0.9866	aminopentamide	NO_Toxicity
BRD-K31342827	0.9866	bisindolylmaleimide	NO_Toxicity
BRD-K63430059	0.9866	methoxsalen	NO_Toxicity
BRD-K85925969	0.9596	zalcitabine	NO_Toxicity
BRD-K99369265	0.9514	sirolimus	YES_Toxicity
BRD-K77987382	0.9514	mebendazole	YES_Toxicity
BRD-K85015012	0.9514	NNC-05-2090	NO_Toxicity
BRD-K54256913	0.9514	MK-1775	NO_Toxicity
BRD-K68341547	0.9514	W-9	NO_Toxicity
BRD-K19796430	0.9514	sonidegib	NO_Toxicity
BRD-K80725821	0.9514	RS-16566	NO_Toxicity
BRD-K34685430	0.9514	methylergometrine	YES_Toxicity
BRD-A74980173	0.9514	gatifloxacin	NO_Toxicity
BRD-K32311154	0.9472	nifekalant	NO_Toxicity
BRD-K61401890	0.9161	deguelin	YES_Toxicity
BRD-K54006094	0.9161	formoterol	NO_Toxicity
BRD-A17655518	0.9161	ibuprofen	YES_Toxicity
BRD-K17868609	0.9161	BRL-54443	YES_Toxicity
BRD-K69837166	0.9161	trap-101	NO_Toxicity
BRD-K09668667	0.9099	benzo(a)pyrene	NO_Toxicity
BRD-K31627533	0.8809	rimexolone	YES_Toxicity
BRD-K32696739	0.8809	noreleagnine	NO_Toxicity
BRD-A41833852	0.8809	naloxone	NO_Toxicity
BRD-K49890030	0.8809	gavestinel	NO_Toxicity
BRD-K59037100	0.8809	oxybenzone	NO_Toxicity
BRD-K15108141	0.8809	gemcitabine	NO_Toxicity
BRD-K93480852	0.8809	KN-93	NO_Toxicity
BRD-K36009368	0.875	NNC-63-0532	NO_Toxicity
BRD-A83081521	0.8663	finasteride	NO_Toxicity
BRD-K32330832	0.8457	VER-155008	NO_Toxicity
BRD-A76279427	0.8457	myriocin	YES_Toxicity
BRD-K94270326	0.8457	ecopipam	YES_Toxicity
BRD-A34751532	0.8457	homosalate	NO_Toxicity
BRD-A82238138	0.8457	budesonide	NO_Toxicity
BRD-K32536677	0.8457	AGK-2	NO_Toxicity
BRD-K74236984	0.8457	UNC-0321	NO_Toxicity
BRD-K84987553	0.8457	MDM2-inhibitor	NO_Toxicity
BRD-A36151937	0.8457	genistein	NO_Toxicity
BRD-K66896231	0.8290000000000001	ipidacrine	YES_Toxicity
BRD-K13819402	0.8157	desoxypeganine	YES_Toxicity
BRD-K44779798	0.8104	miglitol	NO_Toxicity
BRD-K85133207	0.8104	HDAC1-selective	NO_Toxicity
BRD-K78294846	0.8104	osthol	NO_Toxicity
BRD-K20141153	0.8104	atomoxetine	YES_Toxicity
BRD-K17743697	0.8104	KB-R7943	YES_Toxicity
BRD-K85871428	0.8104	SC-68376	NO_Toxicity
BRD-K75641298	0.7915	metoclopramide	YES_Toxicity
BRD-A58048407	0.7752	nimodipine	NO_Toxicity
BRD-K45158365	0.7752	valsartan	NO_Toxicity
BRD-K16554956	0.7752	PTB1	NO_Toxicity
BRD-K52394958	0.7752	GR-159897	NO_Toxicity
BRD-K22503835	0.7752	scriptaid	NO_Toxicity
BRD-K89125793	0.7752	tinidazole	NO_Toxicity
BRD-K66792149	0.7752	quinoclamine	NO_Toxicity
BRD-K55034111	0.7752	pefloxacin	NO_Toxicity
BRD-K09537769	0.7746	NU-7026	NO_Toxicity
BRD-K67537649	0.74	PQ-401	NO_Toxicity
BRD-K26657438	0.74	imiquimod	YES_Toxicity
BRD-K14221570	0.74	benzopurpurin-4b	NO_Toxicity
BRD-A56012032	0.74	thiorphan	NO_Toxicity
BRD-K84085265	0.74	CG-930	NO_Toxicity
BRD-A65597028	0.74	RX-821002	YES_Toxicity
BRD-A34299591	0.74	budesonide	NO_Toxicity
BRD-K58772419	0.7047	AZD-6482	NO_Toxicity
BRD-K22947005	0.7047	dexbrompheniramine	YES_Toxicity
BRD-K50422030	0.7047	clomethiazole	NO_Toxicity
BRD-K45117373	0.6765	Y-26763	NO_Toxicity
BRD-K94144010	0.6695	cotinine	NO_Toxicity
BRD-K29173907	0.6695	isoflupredone-acetate	NO_Toxicity
BRD-K92817986	0.6695	BIX-02188	YES_Toxicity
BRD-K01663662	0.6695	diphenidol	NO_Toxicity
BRD-K74195153	0.6695	irsogladine	NO_Toxicity
BRD-K63150726	0.6695	JTE-907	NO_Toxicity
BRD-K52219182	0.6695	ICI-63197	YES_Toxicity
BRD-K22227508	0.6365	targinine	NO_Toxicity
BRD-A07395371	0.6353	esmolol	NO_Toxicity
BRD-K51816706	0.6342	oxindole-I	NO_Toxicity
BRD-K21733600	0.6342	rofecoxib	NO_Toxicity
BRD-K47207162	0.6342	zimelidine	NO_Toxicity
BRD-A60197193	0.6342	amisulpride	NO_Toxicity
BRD-A84481105	0.6342	thioridazine	NO_Toxicity
BRD-K08619838	0.6342	tremorine	YES_Toxicity
BRD-K50398167	0.6342	meclofenamic-acid	YES_Toxicity
BRD-K35189033	0.6342	levonorgestrel	NO_Toxicity
BRD-A02710418	0.6246	meptazinol	YES_Toxicity
BRD-K09132007	0.6224	D-4476	NO_Toxicity
BRD-K63151507	0.599	MNITMT	YES_Toxicity
BRD-K47869605	0.599	podophyllotoxin	YES_Toxicity
BRD-K48722258	0.599	dilazep	NO_Toxicity
BRD-A46393198	0.599	tetramisole	YES_Toxicity
BRD-K49577446	0.599	flunisolide	YES_Toxicity
BRD-K82561139	0.599	ricinine	NO_Toxicity
BRD-A72758037	0.599	asiatic-acid	NO_Toxicity
BRD-A48720949	0.599	testosterone-propionate	NO_Toxicity
BRD-K96778649	0.599	tyrphostin-47	NO_Toxicity
BRD-K28806945	0.599	L-750667	NO_Toxicity
BRD-K12513978	0.599	fenbufen	YES_Toxicity
BRD-K52989797	0.599	clomipramine	YES_Toxicity
BRD-K37865504	0.599	LY-2183240	NO_Toxicity
BRD-K47717570	0.599	NBQX	YES_Toxicity
BRD-K41903098	0.5905	diphenoxylate	YES_Toxicity
BRD-K90976994	0.5638	dehydrocholic-acid	NO_Toxicity
BRD-K43330982	0.5638	JTE-013	NO_Toxicity
BRD-A54845972	0.5638	dihydroergotamine	NO_Toxicity
BRD-A02990301	0.5638	lofexidine	YES_Toxicity
BRD-K89839824	0.5638	raltitrexed	NO_Toxicity
BRD-K50495309	0.5638	SRC-kinase-inhibitor-I	YES_Toxicity
BRD-K18574842	0.5638	nafcillin	NO_Toxicity
BRD-K13571841	0.5638	pepstatin	NO_Toxicity
BRD-K39983086	0.5285	loteprednol	NO_Toxicity
BRD-K33864865	0.5285	LY-225910	NO_Toxicity
BRD-K43860855	0.5285	iobenguane	NO_Toxicity
BRD-K48195008	0.5285	ethinylestradiol	NO_Toxicity
BRD-K52075715	0.5285	oxibendazole	NO_Toxicity
BRD-K38775274	0.5285	dexamethasone	NO_Toxicity
BRD-K49671696	0.5285	ketanserin	YES_Toxicity
BRD-K02637541	0.5285	celecoxib	NO_Toxicity
BRD-K15933101	0.5285	ropinirole	NO_Toxicity
BRD-A23683907	0.5285	NAS-181	NO_Toxicity
BRD-K34014345	0.5285	naproxol	NO_Toxicity
BRD-K49519092	0.5285	immethridine	YES_Toxicity
BRD-K95808480	0.5285	taxifolin	NO_Toxicity
BRD-K79366068	0.5285	PSB-069	NO_Toxicity
BRD-K45033733	0.5048	famciclovir	NO_Toxicity
BRD-K89595132	0.5033	chlorphenamine	YES_Toxicity
BRD-K29582677	0.4933	flunarizine	YES_Toxicity
BRD-K82147103	0.4933	lofepramine	NO_Toxicity
BRD-K66788707	0.4933	fludarabine	YES_Toxicity
BRD-K80672993	0.4933	M2-PK-activator	NO_Toxicity
BRD-K48367671	0.4933	febuxostat	NO_Toxicity
BRD-K35941380	0.4933	methysergide	YES_Toxicity
BRD-A79981887	0.4933	midodrine	YES_Toxicity
BRD-K82562631	0.4933	tolmetin	YES_Toxicity
BRD-K60770992	0.4933	pergolide	YES_Toxicity
BRD-A05352148	0.4933	ipratropium	YES_Toxicity
BRD-K69600043	0.4933	thiethylperazine	NO_Toxicity
BRD-K03670461	0.4863	tyrphostin-AG-82	NO_Toxicity
BRD-M47937986	0.4762	cefatrizine	NO_Toxicity
BRD-K04170657	0.4646	psoromic-acid	YES_Toxicity
BRD-K42679050	0.4581	Y-27152	NO_Toxicity
BRD-K14920963	0.4581	erythrosine	NO_Toxicity
BRD-A39230911	0.4581	chlorphenesin-carbamate	NO_Toxicity
BRD-A86044036	0.4581	flurbiprofen-(+/-)	YES_Toxicity
BRD-A18579359	0.4581	wiskostatin	YES_Toxicity
BRD-A54927599	0.4581	KF-38789	YES_Toxicity
